letter_number,county,species,quantity,length,stock_date,source_year
A-1,SUMMIT,Brookies,2295,2.54,2002-06-24,2002
A-1,SUMMIT,Brookies,2294,2.62,2003-06-30,2003
A-1,SUMMIT,Brookies,2298,2.48,2004-07-06,2004
A-1,SUMMIT,Brookies,2305,2.65,2005-07-13,2005
A-1,SUMMIT,Brookies,1113,2.88,2006-07-13,2006
A-1,SUMMIT,Brookies,1148,2.61,2006-07-13,2006
A-1,SUMMIT,Brookies,1152,3.47,2007-07-09,2007
A-1,SUMMIT,Brookies,1148,3.04,2008-07-08,2008
A-1,SUMMIT,Brookies,1226,2.97,2008-07-08,2008
A-1,SUMMIT,Brookies,2300,2.71,2009-07-06,2009
A-1,SUMMIT,Brookies,2300,2.79,2010-07-08,2010
A-1,SUMMIT,Brookies,2300,2.3,2012-06-25,2012
A-1,SUMMIT,Brookies,2322,2.61,2013-07-02,2013
A-1,SUMMIT,Brookies,2000,2.5,2015-07-01,2015
A-1,SUMMIT,Brookies,2305,2.29,2017-07-12,2017
A-1,SUMMIT,Brookies,1378,2.68,2019-07-08,2019
A-1,SUMMIT,Brookies,2300,2.79,2021-06-28,2021
A-1,SUMMIT,Brookies,2301,2.68,2023-07-13,2023
A-1,SUMMIT,Brookies,2300,3.01,2025-06-25,2025
A-10,SUMMIT,Brookies,806,2.62,2003-06-30,2003
A-10,SUMMIT,Brookies,804,2.65,2005-07-13,2005
A-10,SUMMIT,Brookies,803,3.22,2007-07-09,2007
A-10,SUMMIT,Brookies,800,2.71,2009-07-06,2009
A-10,SUMMIT,Brookies,795,2.68,2012-08-06,2012
A-10,SUMMIT,Tigers,400,2.71,2017-06-29,2017
A-10,SUMMIT,Tigers,405,2.65,2019-07-09,2019
A-10,SUMMIT,Tigers,397,2.69,2021-06-30,2021
A-10,SUMMIT,Tigers,396,2.83,2023-07-14,2023
A-10,SUMMIT,Tigers,399,3.8,2025-07-02,2025
A-11,SUMMIT,Grayling,1017,2.86,2006-10-09,2006
A-11,SUMMIT,Grayling,1000,1.17,2008-07-28,2008
A-11,SUMMIT,Grayling,306,2.81,2020-09-21,2020
A-11,SUMMIT,Grayling,301,2.65,2021-09-21,2021
A-13,SUMMIT,Brookies,122,2.54,2002-06-24,2002
A-13,SUMMIT,Brookies,114,2.48,2004-07-06,2004
A-13,SUMMIT,Brookies,120,2.75,2006-07-07,2006
A-13,SUMMIT,Brookies,120,2.92,2008-07-08,2008
A-13,SUMMIT,Brookies,115,2.79,2010-07-08,2010
A-13,SUMMIT,Brookies,163,2.4,2014-06-19,2014
A-13,SUMMIT,Brookies,121,2.16,2016-06-28,2016
A-13,SUMMIT,Brookies,126,2.88,2018-07-09,2018
A-13,SUMMIT,Brookies,132,2.47,2020-07-31,2020
A-13,SUMMIT,Brookies,120,2.75,2022-06-27,2022
A-13,SUMMIT,Brookies,122,2.9,2024-07-03,2024
A-14,SUMMIT,Cutthroats,2492,1.86,2007-09-10,2007
A-14,SUMMIT,Tigers,1196,2.94,2011-08-01,2011
A-14,SUMMIT,Cutthroats,1999,2.18,2012-09-17,2012
A-14,SUMMIT,Cutthroats,2510,2.37,2013-10-05,2013
A-14,SUMMIT,Cutthroats,2011,2.35,2019-09-26,2019
A-14,SUMMIT,Cutthroats,1524,2.51,2022-09-19,2022
A-14,SUMMIT,Cutthroats,1920,2.5,2025-09-17,2025
A-15,SUMMIT,Brookies,1001,2.62,2003-06-30,2003
A-15,SUMMIT,Brookies,1005,2.65,2005-07-13,2005
A-15,SUMMIT,Brookies,1000,2.92,2008-07-08,2008
A-15,SUMMIT,Brookies,1000,2.68,2012-08-06,2012
A-15,SUMMIT,Brookies,801,2.16,2016-06-28,2016
A-15,SUMMIT,Brookies,809,2.47,2020-07-31,2020
A-15,SUMMIT,Brookies,804,2.75,2022-06-27,2022
A-15,SUMMIT,Brookies,796,2.9,2024-07-03,2024
A-16,SUMMIT,Brookies,150,2.92,2008-07-08,2008
A-16,SUMMIT,Brookies,151,2.68,2012-08-06,2012
A-16,SUMMIT,Brookies,160,2.5,2015-07-01,2015
A-16,SUMMIT,Brookies,147,2.88,2018-07-09,2018
A-16,SUMMIT,Brookies,50,2.47,2020-07-30,2020
A-16,SUMMIT,Brookies,46,2.79,2021-06-28,2021
A-16,SUMMIT,Brookies,48,2.75,2022-06-27,2022
A-16,SUMMIT,Brookies,104,2.68,2023-07-14,2023
A-16,SUMMIT,Brookies,102,2.9,2024-07-03,2024
A-16,SUMMIT,Brookies,100,3.01,2025-06-26,2025
A-17,SUMMIT,Brookies,403,2.62,2003-06-30,2003
A-17,SUMMIT,Brookies,402,2.65,2005-07-13,2005
A-17,SUMMIT,Brookies,398,3.22,2007-07-11,2007
A-17,SUMMIT,Brookies,400,2.71,2009-07-06,2009
A-17,SUMMIT,Brookies,260,2.3,2012-06-25,2012
A-17,SUMMIT,Brookies,275,2.61,2013-07-02,2013
A-17,SUMMIT,Brookies,271,2.16,2016-06-28,2016
A-17,SUMMIT,Brookies,273,2.88,2018-07-09,2018
A-17,SUMMIT,Brookies,281,2.47,2020-07-31,2020
A-17,SUMMIT,Brookies,276,2.75,2022-06-27,2022
A-17,SUMMIT,Brookies,265,2.9,2024-07-03,2024
A-18,SUMMIT,Cutthroats,7422,1.44,2006-10-09,2006
A-18,SUMMIT,Cutthroats,7392,1.55,2010-09-15,2010
A-18,SUMMIT,Tigers,4430,2.94,2011-08-01,2011
A-18,SUMMIT,Tigers,2002,3.55,2016-06-29,2016
A-18,SUMMIT,Tigers,203,2.65,2019-07-09,2019
A-18,SUMMIT,Tigers,662,2.65,2022-06-28,2022
A-18,SUMMIT,Tigers,649,2.83,2023-07-14,2023
A-18,SUMMIT,Tigers,650,2.78,2024-07-08,2024
A-18,SUMMIT,Tigers,650,3.8,2025-07-02,2025
A-19,SUMMIT,Cutthroats,2003,1.86,2007-09-10,2007
A-19,SUMMIT,Cutthroats,2002,1.55,2010-09-15,2010
A-19,SUMMIT,Tigers,1196,2.94,2011-08-01,2011
A-19,SUMMIT,Cutthroats,1995,2.37,2013-10-05,2013
A-19,SUMMIT,Cutthroats,1812,2.35,2019-09-26,2019
A-19,SUMMIT,Grayling,594,2.81,2020-09-21,2020
A-2,SUMMIT,Brookies,209,2.62,2003-06-30,2003
A-2,SUMMIT,Brookies,196,2.48,2004-07-06,2004
A-2,SUMMIT,Brookies,204,3.47,2007-07-11,2007
A-2,SUMMIT,Brookies,198,2.83,2010-07-14,2010
A-2,SUMMIT,Brookies,210,2.61,2013-07-02,2013
A-2,SUMMIT,Brookies,200,2.16,2016-06-28,2016
A-2,SUMMIT,Brookies,195,2.68,2019-07-08,2019
A-2,SUMMIT,Brookies,168,2.75,2022-06-29,2022
A-2,SUMMIT,Brookies,153,2.9,2024-07-03,2024
A-20,SUMMIT,Brookies,107,2.54,2002-06-24,2002
A-20,SUMMIT,Brookies,98,2.48,2004-07-06,2004
A-20,SUMMIT,Brookies,108,2.75,2006-07-07,2006
A-20,SUMMIT,Brookies,100,2.92,2008-07-08,2008
A-20,SUMMIT,Brookies,104,2.79,2010-07-08,2010
A-20,SUMMIT,Brookies,109,2.3,2012-06-25,2012
A-20,SUMMIT,Brookies,144,2.4,2014-06-19,2014
A-20,SUMMIT,Brookies,101,2.16,2016-06-28,2016
A-20,SUMMIT,Brookies,105,2.88,2018-07-09,2018
A-20,SUMMIT,Brookies,99,2.47,2020-07-31,2020
A-20,SUMMIT,Brookies,72,2.75,2022-06-27,2022
A-20,SUMMIT,Brookies,71,2.9,2024-07-03,2024
A-22,SUMMIT,Brookies,306,2.62,2003-06-30,2003
A-22,SUMMIT,Brookies,293,2.48,2004-07-06,2004
A-22,SUMMIT,Brookies,300,2.75,2006-07-07,2006
A-22,SUMMIT,Brookies,300,2.71,2009-07-06,2009
A-22,SUMMIT,Brookies,304,2.3,2012-06-25,2012
A-22,SUMMIT,Brookies,304,2.5,2015-07-01,2015
A-22,SUMMIT,Brookies,300,2.88,2018-06-27,2018
A-22,SUMMIT,Brookies,299,2.79,2021-06-28,2021
A-22,SUMMIT,Brookies,296,2.9,2024-07-03,2024
A-23,SUMMIT,Rainbows,1000,9.63,2002-06-03,2002
A-23,SUMMIT,Brookies,7872,2.35,2002-06-05,2002
A-23,SUMMIT,Rainbows,1001,9.52,2002-06-10,2002
A-23,SUMMIT,Rainbows,499,9.52,2002-06-17,2002
A-23,SUMMIT,Rainbows,499,9.52,2002-06-25,2002
A-23,SUMMIT,Rainbows,502,9.57,2002-07-03,2002
A-23,SUMMIT,Rainbows,502,9.57,2002-07-08,2002
A-23,SUMMIT,Rainbows,501,9.69,2002-07-16,2002
A-23,SUMMIT,Rainbows,499,9.87,2002-07-22,2002
A-23,SUMMIT,Brookies,5035,3.61,2002-08-15,2002
A-23,SUMMIT,Rainbows,1015,9.52,2003-06-09,2003
A-23,SUMMIT,Brookies,7998,2.38,2003-06-18,2003
A-23,SUMMIT,Rainbows,502,9.87,2003-06-18,2003
A-23,SUMMIT,Rainbows,502,9.52,2003-06-24,2003
A-23,SUMMIT,Rainbows,499,9.52,2003-07-01,2003
A-23,SUMMIT,Rainbows,499,9.52,2003-07-08,2003
A-23,SUMMIT,Rainbows,498,9.63,2003-07-15,2003
A-23,SUMMIT,Rainbows,501,9.63,2003-07-22,2003
A-23,SUMMIT,Rainbows,499,9.87,2003-07-30,2003
A-23,SUMMIT,Grayling,984,0.89,2003-08-05,2003
A-23,SUMMIT,Rainbows,500,10.0,2003-08-05,2003
A-23,SUMMIT,Tigers,5040,3.99,2003-08-08,2003
A-23,SUMMIT,Rainbows,1002,9.68,2004-06-01,2004
A-23,SUMMIT,Rainbows,502,9.68,2004-06-09,2004
A-23,SUMMIT,Rainbows,527,9.75,2004-06-15,2004
A-23,SUMMIT,Rainbows,500,9.75,2004-06-23,2004
A-23,SUMMIT,Rainbows,504,9.81,2004-06-29,2004
A-23,SUMMIT,Brookies,8003,2.31,2004-06-30,2004
A-23,SUMMIT,Rainbows,501,9.81,2004-07-06,2004
A-23,SUMMIT,Rainbows,501,10.11,2004-07-13,2004
A-23,SUMMIT,Tigers,1980,3.54,2004-07-13,2004
A-23,SUMMIT,Rainbows,500,9.75,2004-07-21,2004
A-23,SUMMIT,Rainbows,500,9.75,2004-07-26,2004
A-23,SUMMIT,Rainbows,502,10.31,2005-07-01,2005
A-23,SUMMIT,Rainbows,501,10.24,2005-07-08,2005
A-23,SUMMIT,Rainbows,500,10.77,2005-07-12,2005
A-23,SUMMIT,Rainbows,500,10.0,2005-07-19,2005
A-23,SUMMIT,Rainbows,501,9.9,2005-07-20,2005
A-23,SUMMIT,Rainbows,499,10.44,2005-07-26,2005
A-23,SUMMIT,Rainbows,399,10.39,2005-08-04,2005
A-23,SUMMIT,Rainbows,769,10.39,2005-08-09,2005
A-23,SUMMIT,Tigers,2016,4.07,2005-08-12,2005
A-23,SUMMIT,Brookies,3780,2.88,2005-08-16,2005
A-23,SUMMIT,Rainbows,999,10.42,2005-08-17,2005
A-23,SUMMIT,Rainbows,1651,9.87,2006-06-19,2006
A-23,SUMMIT,Brookies,4032,2.59,2006-06-23,2006
A-23,SUMMIT,Rainbows,999,9.75,2006-07-05,2006
A-23,SUMMIT,Rainbows,502,10.36,2006-07-11,2006
A-23,SUMMIT,Rainbows,1250,10.77,2006-07-17,2006
A-23,SUMMIT,Grayling,10720,1.71,2006-08-08,2006
A-23,SUMMIT,Rainbows,603,11.16,2006-08-21,2006
A-23,SUMMIT,Tigers,1998,4.19,2006-08-28,2006
A-23,SUMMIT,Rainbows,652,11.14,2006-09-01,2006
A-23,SUMMIT,Rainbows,663,11.37,2006-09-11,2006
A-23,SUMMIT,Grayling,1242,2.86,2006-10-16,2006
A-23,SUMMIT,Rainbows,900,10.0,2007-06-06,2007
A-23,SUMMIT,Brookies,4004,2.6,2007-06-13,2007
A-23,SUMMIT,Rainbows,704,10.86,2007-06-19,2007
A-23,SUMMIT,Rainbows,999,11.06,2007-06-25,2007
A-23,SUMMIT,Brookies,3001,3.84,2007-06-28,2007
A-23,SUMMIT,Rainbows,809,10.14,2007-07-03,2007
A-23,SUMMIT,Rainbows,1654,10.36,2007-07-10,2007
A-23,SUMMIT,Grayling,2003,1.5,2007-07-30,2007
A-23,SUMMIT,Grayling,8135,2.85,2007-08-20,2007
A-23,SUMMIT,Tigers,2000,4.13,2007-08-31,2007
A-23,SUMMIT,Rainbows,1056,10.44,2008-07-01,2008
A-23,SUMMIT,Rainbows,1000,10.77,2008-07-07,2008
A-23,SUMMIT,Brookies,4000,2.92,2008-07-11,2008
A-23,SUMMIT,Rainbows,1000,10.77,2008-07-16,2008
A-23,SUMMIT,Rainbows,999,10.28,2008-07-21,2008
A-23,SUMMIT,Rainbows,1008,10.14,2008-07-28,2008
A-23,SUMMIT,Tigers,2625,2.88,2008-07-28,2008
A-23,SUMMIT,Grayling,11554,1.56,2008-08-19,2008
A-23,SUMMIT,Brookies,4068,2.81,2009-06-24,2009
A-23,SUMMIT,Rainbows,401,10.14,2009-06-24,2009
A-23,SUMMIT,Rainbows,1999,9.63,2009-06-24,2009
A-23,SUMMIT,Tigers,4068,2.81,2009-06-24,2009
A-23,SUMMIT,Rainbows,2000,10.21,2009-07-02,2009
A-23,SUMMIT,Rainbows,400,10.42,2009-07-07,2009
A-23,SUMMIT,Rainbows,998,10.48,2009-07-07,2009
A-23,SUMMIT,Rainbows,1000,10.28,2009-07-14,2009
A-23,SUMMIT,Rainbows,399,10.47,2009-07-20,2009
A-23,SUMMIT,Rainbows,1000,9.93,2009-07-20,2009
A-23,SUMMIT,Rainbows,1000,10.0,2009-07-27,2009
A-23,SUMMIT,Rainbows,400,10.77,2009-08-03,2009
A-23,SUMMIT,Rainbows,1000,10.0,2009-08-03,2009
A-23,SUMMIT,Rainbows,1003,10.47,2009-08-13,2009
A-23,SUMMIT,Grayling,10276,1.71,2009-08-24,2009
A-23,SUMMIT,Rainbows,400,10.77,2009-08-24,2009
A-23,SUMMIT,Rainbows,1000,5.0,2009-09-29,2009
A-23,SUMMIT,Rainbows,1252,10.86,2010-06-24,2010
A-23,SUMMIT,Rainbows,400,10.77,2010-06-28,2010
A-23,SUMMIT,Rainbows,1749,10.86,2010-06-28,2010
A-23,SUMMIT,Rainbows,400,10.77,2010-07-06,2010
A-23,SUMMIT,Tigers,1000,10.28,2010-07-06,2010
A-23,SUMMIT,Rainbows,951,10.44,2010-07-12,2010
A-23,SUMMIT,Tigers,115,10.28,2010-07-12,2010
A-23,SUMMIT,Rainbows,400,10.77,2010-07-21,2010
A-23,SUMMIT,Rainbows,1000,10.48,2010-07-21,2010
A-23,SUMMIT,Tigers,4180,2.36,2010-07-21,2010
A-23,SUMMIT,Tigers,1000,9.8,2010-07-26,2010
A-23,SUMMIT,Brookies,4000,2.92,2010-07-27,2010
A-23,SUMMIT,Rainbows,384,10.96,2010-08-03,2010
A-23,SUMMIT,Rainbows,1001,10.44,2010-08-03,2010
A-23,SUMMIT,Tigers,990,9.12,2010-08-11,2010
A-23,SUMMIT,Rainbows,400,10.81,2010-08-17,2010
A-23,SUMMIT,Rainbows,2000,9.97,2011-07-20,2011
A-23,SUMMIT,Rainbows,1999,10.13,2011-07-25,2011
A-23,SUMMIT,Tigers,4008,3.73,2011-08-01,2011
A-23,SUMMIT,Rainbows,1001,9.16,2011-08-02,2011
A-23,SUMMIT,Rainbows,999,8.63,2011-08-10,2011
A-23,SUMMIT,Rainbows,999,8.63,2011-08-16,2011
A-23,SUMMIT,Tigers,641,10.31,2011-08-22,2011
A-23,SUMMIT,Rainbows,1000,10.12,2011-08-23,2011
A-23,SUMMIT,Rainbows,999,9.26,2011-08-31,2011
A-23,SUMMIT,Tigers,350,10.99,2012-06-02,2012
A-23,SUMMIT,Rainbows,700,10.0,2012-06-06,2012
A-23,SUMMIT,Rainbows,683,9.75,2012-06-19,2012
A-23,SUMMIT,Rainbows,701,9.69,2012-06-27,2012
A-23,SUMMIT,Tigers,4050,3.04,2012-06-27,2012
A-23,SUMMIT,Rainbows,700,10.0,2012-07-02,2012
A-23,SUMMIT,Rainbows,700,10.0,2012-07-09,2012
A-23,SUMMIT,Tigers,351,11.19,2012-07-11,2012
A-23,SUMMIT,Brookies,4400,2.36,2012-07-12,2012
A-23,SUMMIT,Rainbows,700,10.0,2012-07-16,2012
A-23,SUMMIT,Tigers,350,10.99,2012-07-18,2012
A-23,SUMMIT,Rainbows,700,10.0,2012-07-23,2012
A-23,SUMMIT,Tigers,350,10.99,2012-07-26,2012
A-23,SUMMIT,Rainbows,700,10.0,2012-07-30,2012
A-23,SUMMIT,Brookies,2000,2.67,2012-08-06,2012
A-23,SUMMIT,Tigers,686,9.97,2013-06-17,2013
A-23,SUMMIT,Rainbows,2000,10.44,2013-06-20,2013
A-23,SUMMIT,Tigers,700,10.0,2013-07-03,2013
A-23,SUMMIT,Rainbows,700,10.11,2013-07-08,2013
A-23,SUMMIT,Tigers,700,10.36,2013-07-08,2013
A-23,SUMMIT,Rainbows,700,10.11,2013-07-10,2013
A-23,SUMMIT,Tigers,345,10.36,2013-07-10,2013
A-23,SUMMIT,Rainbows,600,10.0,2013-07-15,2013
A-23,SUMMIT,Tigers,4030,3.43,2013-07-15,2013
A-23,SUMMIT,Tigers,345,10.36,2013-07-16,2013
A-23,SUMMIT,Brookies,4016,2.52,2013-07-22,2013
A-23,SUMMIT,Rainbows,700,10.0,2013-07-23,2013
A-23,SUMMIT,Tigers,345,10.36,2013-07-23,2013
A-23,SUMMIT,Rainbows,601,9.12,2013-07-29,2013
A-23,SUMMIT,Tigers,351,10.1,2013-07-29,2013
A-23,SUMMIT,Rainbows,701,8.81,2013-08-06,2013
A-23,SUMMIT,Tigers,343,10.22,2013-08-06,2013
A-23,SUMMIT,Grayling,5070,3.13,2013-09-24,2013
A-23,SUMMIT,Rainbows,751,9.88,2014-06-16,2014
A-23,SUMMIT,Tigers,440,9.31,2014-06-16,2014
A-23,SUMMIT,Brookies,2017,2.27,2014-06-19,2014
A-23,SUMMIT,Rainbows,750,10.6,2014-06-24,2014
A-23,SUMMIT,Tigers,294,10.57,2014-06-25,2014
A-23,SUMMIT,Rainbows,998,10.14,2014-06-30,2014
A-23,SUMMIT,Tigers,298,10.57,2014-07-01,2014
A-23,SUMMIT,Rainbows,1500,10.77,2014-07-09,2014
A-23,SUMMIT,Tigers,207,10.57,2014-07-09,2014
A-23,SUMMIT,Rainbows,749,10.14,2014-07-15,2014
A-23,SUMMIT,Rainbows,998,10.14,2014-07-21,2014
A-23,SUMMIT,Rainbows,751,10.14,2014-07-29,2014
A-23,SUMMIT,Grayling,6960,3.02,2014-09-24,2014
A-23,SUMMIT,Grayling,3995,3.61,2014-10-14,2014
A-23,SUMMIT,Rainbows,750,10.28,2015-06-22,2015
A-23,SUMMIT,Tigers,736,8.16,2015-06-22,2015
A-23,SUMMIT,Rainbows,1001,10.44,2015-06-29,2015
A-23,SUMMIT,Tigers,300,7.94,2015-06-30,2015
A-23,SUMMIT,Rainbows,751,10.9,2015-07-06,2015
A-23,SUMMIT,Tigers,302,8.05,2015-07-09,2015
A-23,SUMMIT,Rainbows,750,10.68,2015-07-13,2015
A-23,SUMMIT,Tigers,298,8.05,2015-07-14,2015
A-23,SUMMIT,Rainbows,752,11.0,2015-07-20,2015
A-23,SUMMIT,Tigers,302,8.05,2015-07-21,2015
A-23,SUMMIT,Rainbows,751,11.16,2015-07-28,2015
A-23,SUMMIT,Tigers,302,8.22,2015-07-28,2015
A-23,SUMMIT,Tigers,300,8.55,2015-08-04,2015
A-23,SUMMIT,Rainbows,751,11.16,2015-08-05,2015
A-23,SUMMIT,Tigers,300,8.7,2015-08-11,2015
A-23,SUMMIT,Tigers,300,8.55,2015-08-19,2015
A-23,SUMMIT,Tigers,301,8.94,2015-08-25,2015
A-23,SUMMIT,Grayling,5220,2.4,2015-08-26,2015
A-23,SUMMIT,Rainbows,749,11.16,2016-06-20,2016
A-23,SUMMIT,Tigers,300,9.22,2016-06-21,2016
A-23,SUMMIT,Rainbows,750,10.28,2016-06-27,2016
A-23,SUMMIT,Tigers,299,9.23,2016-06-29,2016
A-23,SUMMIT,Rainbows,1005,11.86,2016-07-05,2016
A-23,SUMMIT,Brookies,2033,2.45,2016-07-06,2016
A-23,SUMMIT,Tigers,299,9.87,2016-07-07,2016
A-23,SUMMIT,Tigers,299,9.87,2016-07-12,2016
A-23,SUMMIT,Rainbows,749,10.86,2016-07-14,2016
A-23,SUMMIT,Rainbows,751,10.86,2016-07-18,2016
A-23,SUMMIT,Tigers,299,9.87,2016-07-19,2016
A-23,SUMMIT,Tigers,299,9.87,2016-07-26,2016
A-23,SUMMIT,Rainbows,749,10.63,2016-07-28,2016
A-23,SUMMIT,Tigers,299,9.87,2016-08-02,2016
A-23,SUMMIT,Rainbows,1451,10.03,2017-06-27,2017
A-23,SUMMIT,Tigers,442,8.98,2017-06-27,2017
A-23,SUMMIT,Rainbows,999,10.96,2017-07-03,2017
A-23,SUMMIT,Rainbows,750,10.6,2017-07-10,2017
A-23,SUMMIT,Brookies,1991,2.29,2017-07-12,2017
A-23,SUMMIT,Tigers,602,9.92,2017-07-12,2017
A-23,SUMMIT,Tigers,602,9.92,2017-07-17,2017
A-23,SUMMIT,Rainbows,748,10.98,2017-07-18,2017
A-23,SUMMIT,Rainbows,250,10.77,2017-07-25,2017
A-23,SUMMIT,Rainbows,250,10.68,2017-07-31,2017
A-23,SUMMIT,Tigers,599,9.92,2017-07-31,2017
A-23,SUMMIT,Grayling,777,2.79,2017-09-26,2017
A-23,SUMMIT,Brookies,2002,2.53,2018-05-30,2018
A-23,SUMMIT,Rainbows,751,9.65,2018-06-05,2018
A-23,SUMMIT,Rainbows,748,9.65,2018-06-12,2018
A-23,SUMMIT,Tigers,600,9.63,2018-06-12,2018
A-23,SUMMIT,Rainbows,751,9.65,2018-06-18,2018
A-23,SUMMIT,Rainbows,748,9.64,2018-06-25,2018
A-23,SUMMIT,Tigers,440,9.63,2018-06-27,2018
A-23,SUMMIT,Rainbows,999,10.21,2018-07-17,2018
A-23,SUMMIT,Rainbows,748,9.77,2018-07-31,2018
A-23,SUMMIT,Tigers,767,10.36,2018-07-31,2018
A-23,SUMMIT,Rainbows,744,9.61,2018-08-06,2018
A-23,SUMMIT,Rainbows,1001,9.61,2018-08-13,2018
A-23,SUMMIT,Rainbows,2076,9.75,2019-07-01,2019
A-23,SUMMIT,Tigers,598,8.28,2019-07-02,2019
A-23,SUMMIT,Rainbows,1000,10.12,2019-07-08,2019
A-23,SUMMIT,Tigers,441,8.7,2019-07-08,2019
A-23,SUMMIT,Rainbows,1001,9.87,2019-07-15,2019
A-23,SUMMIT,Brookies,1001,2.68,2019-07-16,2019
A-23,SUMMIT,Rainbows,750,9.63,2019-07-22,2019
A-23,SUMMIT,Tigers,600,10.14,2019-07-23,2019
A-23,SUMMIT,Tigers,700,9.63,2019-07-30,2019
A-23,SUMMIT,Rainbows,748,10.52,2019-08-07,2019
A-23,SUMMIT,Tigers,599,9.75,2019-08-12,2019
A-23,SUMMIT,Tigers,608,9.75,2019-08-19,2019
A-23,SUMMIT,Grayling,4998,2.39,2019-10-01,2019
A-23,SUMMIT,Rainbows,1000,10.0,2020-06-09,2020
A-23,SUMMIT,Rainbows,749,9.21,2020-07-06,2020
A-23,SUMMIT,Rainbows,798,9.52,2020-07-21,2020
A-23,SUMMIT,Rainbows,986,11.99,2020-07-24,2020
A-23,SUMMIT,Tigers,609,8.31,2020-07-24,2020
A-23,SUMMIT,Brookies,1993,2.49,2020-07-27,2020
A-23,SUMMIT,Tigers,1000,8.31,2020-07-28,2020
A-23,SUMMIT,Rainbows,753,8.94,2020-08-03,2020
A-23,SUMMIT,Tigers,600,8.31,2020-08-10,2020
A-23,SUMMIT,Rainbows,749,9.12,2020-08-17,2020
A-23,SUMMIT,Tigers,598,9.03,2020-08-24,2020
A-23,SUMMIT,Tigers,601,8.66,2020-09-09,2020
A-23,SUMMIT,Grayling,5130,2.81,2020-09-29,2020
A-23,SUMMIT,Rainbows,1123,9.29,2021-06-10,2021
A-23,SUMMIT,Tigers,1095,9.41,2021-06-10,2021
A-23,SUMMIT,Rainbows,1499,9.32,2021-06-21,2021
A-23,SUMMIT,Tigers,501,9.41,2021-06-23,2021
A-23,SUMMIT,Brookies,2001,2.79,2021-07-01,2021
A-23,SUMMIT,Rainbows,1499,9.32,2021-07-06,2021
A-23,SUMMIT,Tigers,600,9.41,2021-07-06,2021
A-23,SUMMIT,Tigers,504,9.63,2021-07-20,2021
A-23,SUMMIT,Cutthroats,275,15.22,2021-07-27,2021
A-23,SUMMIT,Grayling,4950,2.99,2021-09-28,2021
A-23,SUMMIT,Brookies,2000,2.92,2022-07-04,2022
A-23,SUMMIT,Rainbows,1507,10.07,2022-07-05,2022
A-23,SUMMIT,Tigers,1572,9.52,2022-07-06,2022
A-23,SUMMIT,Rainbows,1502,10.07,2022-07-18,2022
A-23,SUMMIT,Tigers,498,9.41,2022-07-18,2022
A-23,SUMMIT,Tigers,501,9.41,2022-08-02,2022
A-23,SUMMIT,Rainbows,1504,11.6,2023-06-29,2023
A-23,SUMMIT,Tigers,501,9.41,2023-06-29,2023
A-23,SUMMIT,Rainbows,1505,11.26,2023-07-03,2023
A-23,SUMMIT,Tigers,608,9.21,2023-07-05,2023
A-23,SUMMIT,Rainbows,1102,11.16,2023-07-10,2023
A-23,SUMMIT,Brookies,2002,2.68,2023-07-17,2023
A-23,SUMMIT,Tigers,400,9.21,2023-07-18,2023
A-23,SUMMIT,Rainbows,502,9.52,2023-08-01,2023
A-23,SUMMIT,Tigers,504,9.41,2023-08-14,2023
A-23,SUMMIT,Rainbows,571,12.25,2024-06-19,2024
A-23,SUMMIT,Tigers,499,9.87,2024-06-20,2024
A-23,SUMMIT,Rainbows,1170,11.16,2024-06-26,2024
A-23,SUMMIT,Tigers,800,10.0,2024-07-03,2024
A-23,SUMMIT,Brookies,2090,3.78,2024-07-16,2024
A-23,SUMMIT,Grayling,614,7.81,2025-06-19,2025
A-23,SUMMIT,Grayling,1636,7.25,2025-06-19,2025
A-23,SUMMIT,Grayling,1652,6.77,2025-06-19,2025
A-23,SUMMIT,Rainbows,1496,10.44,2025-06-23,2025
A-23,SUMMIT,Rainbows,1500,10.14,2025-07-01,2025
A-23,SUMMIT,Brookies,1003,3.6,2025-07-11,2025
A-23,SUMMIT,Rainbows,1045,10.44,2025-07-15,2025
A-23,SUMMIT,Brookies,1004,3.19,2025-07-23,2025
A-23,SUMMIT,Tigers,502,9.89,2026-06-03,2026
A-23,SUMMIT,Rainbows,1500,10.14,2026-06-08,2026
A-23,SUMMIT,Brookies,2001,2.99,2026-06-24,2026
A-23,SUMMIT,Rainbows,1505,9.82,2026-06-24,2026
A-23,SUMMIT,Rainbows,1499,10.5,2026-06-29,2026
A-23,SUMMIT,Rainbows,600,10.77,2026-07-15,2026
A-25,SUMMIT,Brookies,306,2.54,2002-06-24,2002
A-25,SUMMIT,Brookies,293,2.48,2004-07-06,2004
A-25,SUMMIT,Brookies,300,2.75,2006-07-07,2006
A-25,SUMMIT,Brookies,300,2.92,2008-07-08,2008
A-25,SUMMIT,Brookies,299,2.79,2010-07-08,2010
A-25,SUMMIT,Brookies,304,2.3,2012-06-25,2012
A-25,SUMMIT,Brookies,343,2.4,2014-06-19,2014
A-25,SUMMIT,Brookies,301,2.16,2016-06-28,2016
A-25,SUMMIT,Brookies,300,2.88,2018-06-27,2018
A-25,SUMMIT,Brookies,149,2.47,2020-07-30,2020
A-25,SUMMIT,Brookies,150,2.79,2021-06-28,2021
A-25,SUMMIT,Brookies,156,2.75,2022-06-29,2022
A-25,SUMMIT,Brookies,156,2.68,2023-07-14,2023
