water_name,county,species,quantity,length,stock_date,source_year
DEER VALLEY LAKES,SUMMIT,RAINBOW,375,9.75,05/30/2018,2018
DEER VALLEY LAKES,SUMMIT,WIPER,1476,8.48,06/20/2018,2018
DEER VALLEY LAKES,SUMMIT,RAINBOW,750,10.77,09/14/2018,2018
DEER VALLEY LAKES,SUMMIT,TIGER TROUT,2988,5.41,09/20/2018,2018
DEER VALLEY LAKES,SUMMIT,RAINBOW,750,10.77,09/25/2018,2018
DEER VALLEY LAKES,SUMMIT,RAINBOW,375,10.39,10/09/2018,2018
ECHO RES,SUMMIT,WALLEYE,28160,0.28,04/04/2018,2018
ECHO RES,SUMMIT,WALLEYE,23632,0.28,04/07/2018,2018
ECHO RES,SUMMIT,WALLEYE,164800,0.28,04/11/2018,2018
ECHO RES,SUMMIT,WALLEYE,159520,0.28,04/13/2018,2018
ECHO RES,SUMMIT,RAINBOW,2868,8.91,04/30/2018,2018
ECHO RES,SUMMIT,RAINBOW,5664,8.91,04/30/2018,2018
ECHO RES,SUMMIT,RAINBOW,11859,8.91,04/30/2018,2018
ECHO RES,SUMMIT,RAINBOW,11730,8.98,04/30/2018,2018
ECHO RES,SUMMIT,RAINBOW,5848,9.03,04/30/2018,2018
ECHO RES,SUMMIT,RAINBOW,12036,8.91,04/30/2018,2018
HAYDEN FK,SUMMIT,RAINBOW,293,9.64,06/21/2018,2018
HAYDEN FK,SUMMIT,RAINBOW,301,9.64,07/02/2018,2018
HAYDEN FK,SUMMIT,RAINBOW,301,10.21,07/19/2018,2018
PRICE DAM,SUMMIT,RAINBOW,125,9.65,06/06/2018,2018
PRICE DAM,SUMMIT,RAINBOW,126,9.64,06/21/2018,2018
PRICE DAM,SUMMIT,RAINBOW,123,9.63,07/10/2018,2018
PRICE DAM,SUMMIT,RAINBOW,123,9.77,07/30/2018,2018
PROVO R,SUMMIT,RAINBOW,250,9.65,06/18/2018,2018
PROVO R,SUMMIT,RAINBOW,246,9.63,07/10/2018,2018
PROVO R,SUMMIT,RAINBOW,249,9.77,07/30/2018,2018
ROCKPORT RES,SUMMIT,RAINBOW,17739,8.01,09/24/2018,2018
ROCKPORT RES,SUMMIT,RAINBOW,18225,8.01,09/24/2018,2018
ROCKPORT RES,SUMMIT,RAINBOW,17739,8.01,09/24/2018,2018
ROCKPORT RES,SUMMIT,RAINBOW,17375,8.01,09/24/2018,2018
ROCKPORT RES,SUMMIT,RAINBOW,9720,8.01,09/25/2018,2018
ROCKPORT RES,SUMMIT,RAINBOW,119,9.36,11/21/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,2054,8.91,05/10/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,KOKANEE,11972,3.25,05/16/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1399,8.91,05/21/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1543,9.65,06/04/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,2002,9.65,06/18/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,2000,9.64,07/02/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,2001,9.57,07/16/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1501,9.77,07/24/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1692,9.61,08/08/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,4068,10.34,08/20/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1530,11.16,09/19/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,GRAYLING ARCTIC,20400,2.71,09/19/2018,2018
SMITH-MOREHOUSE RES,SUMMIT,GRAYLING ARCTIC,37000,3.42,10/29/2018,2018
STATELINE RES,SUMMIT,RAINBOW,10070,9.17,05/29/2018,2018
STILLWATER FK,SUMMIT,RAINBOW,201,9.64,06/21/2018,2018
STILLWATER FK,SUMMIT,RAINBOW,201,9.64,07/02/2018,2018
STILLWATER FK,SUMMIT,RAINBOW,200,10.21,07/19/2018,2018
STILLWATER FK,SUMMIT,RAINBOW,200,9.61,08/13/2018,2018
TOMAHAWK,SUMMIT,RAINBOW,125,9.65,06/06/2018,2018
TOMAHAWK,SUMMIT,RAINBOW,126,9.64,06/21/2018,2018
TOMAHAWK,SUMMIT,RAINBOW,123,9.63,07/10/2018,2018
TOMAHAWK,SUMMIT,RAINBOW,123,9.77,07/30/2018,2018
WEBER R,SUMMIT,RAINBOW,100,9.65,06/18/2018,2018
WEBER R,SUMMIT,RAINBOW,100,9.65,06/18/2018,2018
WEBER R,SUMMIT,RAINBOW,100,9.65,06/18/2018,2018
WEBER R,SUMMIT,RAINBOW,100,9.64,07/02/2018,2018
WEBER R,SUMMIT,RAINBOW,100,9.64,07/02/2018,2018
WEBER R,SUMMIT,RAINBOW,100,9.64,07/02/2018,2018
WEBER R,SUMMIT,RAINBOW,100,9.57,07/16/2018,2018
WEBER R,SUMMIT,RAINBOW,100,9.57,07/16/2018,2018
WEBER R,SUMMIT,RAINBOW,100,9.57,07/16/2018,2018
WEBER R,SUMMIT,RAINBOW,99,9.61,08/08/2018,2018
WEBER R,SUMMIT,RAINBOW,99,9.61,08/08/2018,2018
WEBER R,SUMMIT,RAINBOW,99,9.61,08/08/2018,2018
WHITNEY RES,SUMMIT,RAINBOW,3998,9.65,05/30/2018,2018
WHITNEY RES,SUMMIT,RAINBOW,2998,9.57,07/02/2018,2018
WHITNEY RES,SUMMIT,TIGER TROUT,19950,4.71,07/12/2018,2018
WHITNEY RES,SUMMIT,RAINBOW,2000,10.21,07/19/2018,2018
WINDSOR POND,SUMMIT,RAINBOW,125,9.65,06/06/2018,2018
WINDSOR POND,SUMMIT,RAINBOW,126,9.64,06/21/2018,2018
WINDSOR POND,SUMMIT,RAINBOW,123,9.63,07/10/2018,2018
WINDSOR POND,SUMMIT,RAINBOW,123,9.77,07/30/2018,2018
BEAR R,SUMMIT,RAINBOW,98,10.07,07/05/2022,2022
BEAR R,SUMMIT,RAINBOW,100,10.07,07/19/2022,2022
BEAR R,SUMMIT,RAINBOW,50,10,08/01/2022,2022
DEER VALLEY LAKES,SUMMIT,RAINBOW,534,10.22,05/04/2022,2022
DEER VALLEY LAKES,SUMMIT,RAINBOW,203,10.17,05/09/2022,2022
DEER VALLEY LAKES,SUMMIT,RAINBOW,468,10.31,05/16/2022,2022
DEER VALLEY LAKES,SUMMIT,RAINBOW,600,10.19,06/10/2022,2022
DEER VALLEY LAKES,SUMMIT,RAINBOW,841,10.15,06/14/2022,2022
DEER VALLEY LAKES,SUMMIT,RAINBOW,360,11.6,07/03/2022,2022
DEER VALLEY LAKES,SUMMIT,WIPER,1500,7.52,07/06/2022,2022
DEER VALLEY LAKES,SUMMIT,WIPER,310,7.21,07/19/2022,2022
DEER VALLEY LAKES,SUMMIT,TIGER TROUT,2989,5.9,10/17/2022,2022
ECHO RES,SUMMIT,RAINBOW,3042,11.39,04/18/2022,2022
ECHO RES,SUMMIT,RAINBOW,3380,11.39,04/18/2022,2022
ECHO RES,SUMMIT,RAINBOW,2907,11.39,04/18/2022,2022
ECHO RES,SUMMIT,RAINBOW,1125,11.86,09/27/2022,2022
ECHO RES,SUMMIT,RAINBOW,5525,11.37,09/27/2022,2022
HAYDEN FK,SUMMIT,RAINBOW,196,10.07,07/05/2022,2022
HAYDEN FK,SUMMIT,RAINBOW,201,10.07,07/19/2022,2022
HAYDEN FK,SUMMIT,RAINBOW,200,10,08/01/2022,2022
PROVO R,SUMMIT,RAINBOW,256,9.21,06/21/2022,2022
PROVO R,SUMMIT,RAINBOW,253,9.21,06/27/2022,2022
PROVO R,SUMMIT,RAINBOW,257,10.07,07/05/2022,2022
PROVO R,SUMMIT,RAINBOW,252,10.07,07/11/2022,2022
PROVO R,SUMMIT,RAINBOW,250,10,07/26/2022,2022
PROVO R,SUMMIT,RAINBOW,250,10,08/08/2022,2022
ROCKPORT RES,SUMMIT,RAINBOW,6084,11.39,04/19/2022,2022
ROCKPORT RES,SUMMIT,RAINBOW,1690,11.39,04/21/2022,2022
ROCKPORT RES,SUMMIT,KOKANEE,30179,3.15,05/11/2022,2022
ROCKPORT RES,SUMMIT,RAINBOW,6885,11.37,09/26/2022,2022
ROCKPORT RES,SUMMIT,RAINBOW,7140,11.37,09/26/2022,2022
ROCKPORT RES,SUMMIT,RAINBOW,1400,12.13,10/24/2022,2022
ROCKPORT RES,SUMMIT,RAINBOW,1000,12.92,11/08/2022,2022
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1508,9.52,05/23/2022,2022
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1504,9.21,06/02/2022,2022
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,2001,9.41,06/06/2022,2022
SMITH-MOREHOUSE RES,SUMMIT,SPLAKE,506,3.41,06/22/2022,2022
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,2009,10.07,07/04/2022,2022
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,2000,10,07/21/2022,2022
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,2001,10.28,08/22/2022,2022
"SMITHS FK, W FK",SUMMIT,CUTTHROAT,99,15.35,08/09/2022,2022
STATELINE RES,SUMMIT,RAINBOW,7540,9.52,05/26/2022,2022
STATELINE RES,SUMMIT,LAKE TROUT,3024,4.63,07/19/2022,2022
STILLWATER FK,SUMMIT,RAINBOW,196,10.07,07/05/2022,2022
STILLWATER FK,SUMMIT,RAINBOW,201,10.07,07/19/2022,2022
STILLWATER FK,SUMMIT,RAINBOW,200,10,08/01/2022,2022
STILLWATER FK,SUMMIT,RAINBOW,200,10,08/15/2022,2022
WEBER R,SUMMIT,RAINBOW,802,10.14,05/16/2022,2022
WEBER R,SUMMIT,RAINBOW,112,9.21,06/02/2022,2022
WEBER R,SUMMIT,RAINBOW,224,9.21,06/02/2022,2022
WEBER R,SUMMIT,RAINBOW,112,9.21,06/02/2022,2022
WEBER R,SUMMIT,RAINBOW,75,10,07/21/2022,2022
WEBER R,SUMMIT,RAINBOW,200,10,07/21/2022,2022
WEBER R,SUMMIT,RAINBOW,75,10,07/21/2022,2022
WEBER R,SUMMIT,RAINBOW,76,10.28,08/22/2022,2022
WEBER R,SUMMIT,RAINBOW,101,10.28,08/22/2022,2022
WEBER R,SUMMIT,RAINBOW,76,10.28,08/22/2022,2022
WHITNEY RES,SUMMIT,RAINBOW,3540,9.41,06/02/2022,2022
WHITNEY RES,SUMMIT,RAINBOW,1600,9.21,06/02/2022,2022
WHITNEY RES,SUMMIT,RAINBOW,506,10.96,06/22/2022,2022
WHITNEY RES,SUMMIT,RAINBOW,1700,10.07,07/12/2022,2022
WHITNEY RES,SUMMIT,TIGER TROUT,9660,4.99,07/21/2022,2022
WHITNEY RES,SUMMIT,TIGER TROUT,9660,4.99,07/21/2022,2022
AVINTAQUIN CR,DUCHESNE,CUTTHROAT,3500,2.04,10/23/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,5136,9.4,05/10/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,2226,9.4,05/10/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,4960,9.41,05/18/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,1681,9.41,05/18/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,2000,9.79,11/14/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,1562,4.82,11/18/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,3977,4.56,11/18/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,315,4.15,11/18/2024,2024
BROWNS DRAW RES,DUCHESNE,RAINBOW,14969,3.57,05/15/2024,2024
BROWNS DRAW RES,DUCHESNE,TIGER TROUT,1304,3.17,05/29/2024,2024
BROWNS DRAW RES,DUCHESNE,BROWN TROUT,2003,2.57,06/15/2024,2024
DUCHESNE R,DUCHESNE,RAINBOW,400,10.12,06/26/2024,2024
DUCHESNE R,DUCHESNE,RAINBOW,400,10.56,07/22/2024,2024
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,1000,10.12,06/26/2024,2024
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,899,10.56,07/22/2024,2024
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,900,10.94,08/06/2024,2024
FALL CR,DUCHESNE,CUTTHROAT,2543,1.52,10/01/2024,2024
FALL CR,DUCHESNE,CUTTHROAT,430,1.59,10/01/2024,2024
LAKE CANYON L,DUCHESNE,TIGER TROUT,601,3.31,06/02/2024,2024
LAKE CANYON L,DUCHESNE,CUTTHROAT,501,5.44,06/02/2024,2024
LAKE CANYON L,DUCHESNE,CUTTHROAT,1001,5.2,06/02/2024,2024
LAKE CYN,DUCHESNE,CUTTHROAT,93,7.43,10/23/2024,2024
LAKE CYN,DUCHESNE,CUTTHROAT,907,2.04,10/23/2024,2024
LAKE FK R,DUCHESNE,RAINBOW,400,10.08,06/21/2024,2024
LAKE FK R,DUCHESNE,RAINBOW,401,10.14,06/25/2024,2024
LAKE FK R,DUCHESNE,RAINBOW,400,10.12,06/26/2024,2024
LAKE FK R,DUCHESNE,CUTTHROAT,716,1.59,10/01/2024,2024
LAKE FK R,DUCHESNE,CUTTHROAT,212,6.06,10/01/2024,2024
MOON L,DUCHESNE,RAINBOW,2134,12.09,05/27/2024,2024
MOON L,DUCHESNE,RAINBOW,2288,12.04,05/31/2024,2024
MOON L,DUCHESNE,RAINBOW,329,12.28,06/07/2024,2024
MOON L,DUCHESNE,TIGER TROUT,1400,10,07/02/2024,2024
MOON L,DUCHESNE,SPLAKE,6535,2.94,07/09/2024,2024
MOON L,DUCHESNE,TIGER TROUT,1501,11.46,08/27/2024,2024
RED CR,DUCHESNE,CUTTHROAT,3007,4.62,04/21/2024,2024
RED CR,DUCHESNE,CUTTHROAT,1714,4.47,04/21/2024,2024
RED CR RES,DUCHESNE,TIGER TROUT,5000,3.17,05/29/2024,2024
RED CR RES,DUCHESNE,RAINBOW,9420,6.83,09/04/2024,2024
ROCK CR,DUCHESNE,BROWN TROUT,201,2.46,06/07/2024,2024
ROCK CR,DUCHESNE,TIGER TROUT,268,3.26,06/07/2024,2024
ROCK CR,DUCHESNE,CUTTHROAT,300,4.36,06/07/2024,2024
ROCK CR,DUCHESNE,RAINBOW,1092,9.99,06/28/2024,2024
ROCK CR,DUCHESNE,RAINBOW,696,10.56,07/22/2024,2024
ROCK CR,DUCHESNE,RAINBOW,507,10.94,08/06/2024,2024
"ROCK CR, S FK",DUCHESNE,BROOK TROUT,931,4.85,08/19/2024,2024
SOWERS CR,DUCHESNE,CUTTHROAT,1010,2.08,10/22/2024,2024
STARVATION RES,DUCHESNE,SUNFISH BLUEGILL,1495,3.38,10/03/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1880,10.32,11/10/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,19324,2.32,11/11/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1825,10.29,11/11/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1652,10.31,11/11/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1960,10.18,11/11/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,9125,10.11,11/12/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1008,10.08,11/12/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,731,10.08,11/12/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,10920,9.82,11/12/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,538,10.11,11/12/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,9640,10.24,11/13/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,3800,10.31,11/13/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,9560,10.26,11/13/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,17,13.42,11/14/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,2200,9.79,11/14/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,50,10.11,11/14/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,3057,9.66,11/15/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1352,10.14,11/15/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,2183,9.37,11/15/2024,2024
STRAWBERRY R,DUCHESNE,RAINBOW,508,9.43,06/13/2024,2024
STRAWBERRY R,DUCHESNE,RAINBOW,500,10.08,07/09/2024,2024
UINTA POND,DUCHESNE,RAINBOW,500,9.53,05/24/2024,2024
UINTA POND,DUCHESNE,BROOK TROUT,104,3.2,06/08/2024,2024
UINTA POND,DUCHESNE,RAINBOW,500,9.84,06/08/2024,2024
UINTA R,DUCHESNE,RAINBOW,1000,10.19,06/28/2024,2024
UINTA R,DUCHESNE,RAINBOW,999,10.48,07/21/2024,2024
UINTA R,DUCHESNE,RAINBOW,819,10.78,08/16/2024,2024
UPPER STILLWATER RES,DUCHESNE,BROOK TROUT,3036,4.67,08/19/2024,2024
WOLF CR,DUCHESNE,BROOK TROUT,1861,4.85,08/19/2024,2024
YELLOWSTONE R,DUCHESNE,RAINBOW,498,10.14,06/25/2024,2024
YELLOWSTONE R,DUCHESNE,RAINBOW,1000,10.51,07/23/2024,2024
YELLOWSTONE R,DUCHESNE,RAINBOW,502,10.94,08/06/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,3169,9.54,05/17/2025,2025
BIG SANDWASH RES,DUCHESNE,RAINBOW,4960,9.69,05/24/2025,2025
BIG SANDWASH RES,DUCHESNE,RAINBOW,4913,9.6,06/01/2025,2025
BROWNS DRAW RES,DUCHESNE,RAINBOW,15003,4.17,05/03/2025,2025
BROWNS DRAW RES,DUCHESNE,TIGER TROUT,1362,3.1,05/30/2025,2025
DUCHESNE R,DUCHESNE,RAINBOW,399,10.07,06/16/2025,2025
DUCHESNE R,DUCHESNE,RAINBOW,400,10.35,07/02/2025,2025
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,1000,10.07,06/16/2025,2025
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,1002,10.35,07/02/2025,2025
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,800,10.85,07/21/2025,2025
LAKE CANYON L,DUCHESNE,TIGER TROUT,606,3.24,05/27/2025,2025
LAKE CANYON L,DUCHESNE,CUTTHROAT,900,5.31,05/27/2025,2025
LAKE FK R,DUCHESNE,RAINBOW,402,10.07,06/16/2025,2025
LAKE FK R,DUCHESNE,RAINBOW,400,10.37,07/03/2025,2025
MOON L,DUCHESNE,RAINBOW,3983,9.76,05/29/2025,2025
MOON L,DUCHESNE,RAINBOW,3901,9.91,06/10/2025,2025
MOON L,DUCHESNE,TIGER TROUT,1400,11.26,07/23/2025,2025
MOON L,DUCHESNE,SPLAKE,6508,3.06,08/05/2025,2025
RED CR RES,DUCHESNE,RAINBOW,4502,3.86,05/01/2025,2025
RED CR RES,DUCHESNE,TIGER TROUT,1004,3.33,06/04/2025,2025
ROCK CR,DUCHESNE,RAINBOW,498,10.09,06/13/2025,2025
ROCK CR,DUCHESNE,RAINBOW,650,10.37,07/03/2025,2025
STARVATION RES,DUCHESNE,RAINBOW,2016,6.15,01/11/2025,2025
STRAWBERRY R,DUCHESNE,RAINBOW,500,10.31,06/26/2025,2025
UINTA POND,DUCHESNE,RAINBOW,500,9.25,05/09/2025,2025
UINTA POND,DUCHESNE,RAINBOW,501,9.54,05/25/2025,2025
UINTA POND,DUCHESNE,BROOK TROUT,102,3.57,06/11/2025,2025
UINTA R,DUCHESNE,RAINBOW,987,10.01,06/11/2025,2025
UINTA R,DUCHESNE,RAINBOW,387,10.31,07/04/2025,2025
UINTA R,DUCHESNE,RAINBOW,546,10.11,07/04/2025,2025
UPPER STILLWATER RES,DUCHESNE,BROOK TROUT,3001,3.63,06/13/2025,2025
YELLOWSTONE R,DUCHESNE,RAINBOW,498,10.09,06/13/2025,2025
YELLOWSTONE R,DUCHESNE,RAINBOW,721,10.37,07/03/2025,2025
YELLOWSTONE R,DUCHESNE,RAINBOW,537,10.85,07/21/2025,2025
YELLOWSTONE R,DUCHESNE,RAINBOW,250,10.77,07/23/2025,2025
BEAR R,SUMMIT,RAINBOW,53,11.26,07/03/2023,2023
BEAR R,SUMMIT,RAINBOW,102,11.26,07/18/2023,2023
BEAR R,SUMMIT,RAINBOW,101,12.13,08/02/2023,2023
DEER VALLEY LAKES,SUMMIT,RAINBOW,299,10.1,05/11/2023,2023
DEER VALLEY LAKES,SUMMIT,RAINBOW,1503,9.94,06/05/2023,2023
DEER VALLEY LAKES,SUMMIT,RAINBOW,601,10.19,06/28/2023,2023
DEER VALLEY LAKES,SUMMIT,RAINBOW,304,10.14,08/14/2023,2023
DEER VALLEY LAKES,SUMMIT,TIGER TROUT,3002,5.44,10/21/2023,2023
ECHO RES,SUMMIT,RAINBOW,2409,11.49,05/02/2023,2023
ECHO RES,SUMMIT,RAINBOW,6600,11.49,05/02/2023,2023
ECHO RES,SUMMIT,CHANNEL CATFISH,382,13.57,06/01/2023,2023
ECHO RES,SUMMIT,RAINBOW,1750,12.6,06/26/2023,2023
ECHO RES,SUMMIT,RAINBOW,2000,12.6,09/26/2023,2023
ECHO RES,SUMMIT,RAINBOW,2594,12.6,09/26/2023,2023
ECHO RES,SUMMIT,RAINBOW,1875,12.6,09/26/2023,2023
HAYDEN FK,SUMMIT,RAINBOW,105,11.26,07/03/2023,2023
HAYDEN FK,SUMMIT,RAINBOW,201,11.26,07/18/2023,2023
HAYDEN FK,SUMMIT,RAINBOW,200,12.13,08/02/2023,2023
HAYDEN FK,SUMMIT,RAINBOW,150,11.65,08/08/2023,2023
PROVO R,SUMMIT,RAINBOW,248,11.6,06/29/2023,2023
PROVO R,SUMMIT,RAINBOW,256,11.26,07/18/2023,2023
ROCKPORT RES,SUMMIT,RAINBOW,2600,12.44,05/16/2023,2023
ROCKPORT RES,SUMMIT,RAINBOW,2704,12.44,05/17/2023,2023
ROCKPORT RES,SUMMIT,RAINBOW,2678,12.44,05/18/2023,2023
ROCKPORT RES,SUMMIT,RAINBOW,4500,10.28,08/03/2023,2023
ROCKPORT RES,SUMMIT,RAINBOW,2900,11.99,09/25/2023,2023
ROCKPORT RES,SUMMIT,RAINBOW,2900,11.99,09/25/2023,2023
ROCKPORT RES,SUMMIT,RAINBOW,2900,11.99,09/25/2023,2023
ROCKPORT RES,SUMMIT,RAINBOW,1740,11.99,09/26/2023,2023
ROCKPORT RES,SUMMIT,RAINBOW,2248,11.99,09/26/2023,2023
ROCKPORT RES,SUMMIT,RAINBOW,2536,12.08,10/31/2023,2023
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1550,10.77,06/01/2023,2023
SMITH-MOREHOUSE RES,SUMMIT,SPLAKE,505,3.27,06/08/2023,2023
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,2052,10.96,06/20/2023,2023
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1601,11.26,07/05/2023,2023
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1601,11.26,07/17/2023,2023
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1501,11.99,07/25/2023,2023
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1641,12.13,08/07/2023,2023
SMITH-MOREHOUSE RES,SUMMIT,RAINBOW,1498,12.13,08/23/2023,2023
SMITH-MOREHOUSE RES,SUMMIT,GRAYLING ARCTIC,7450,2.68,09/21/2023,2023
"SMITHS FK, W FK",SUMMIT,CUTTHROAT,293,13.28,07/19/2023,2023
"SMITHS FK, W FK",SUMMIT,CUTTHROAT,2725,1.66,09/29/2023,2023
STATELINE RES,SUMMIT,RAINBOW,7497,10.6,06/06/2023,2023
STATELINE RES,SUMMIT,LAKE TROUT,1002,5.23,10/24/2023,2023
STILLWATER FK,SUMMIT,RAINBOW,105,11.26,07/03/2023,2023
STILLWATER FK,SUMMIT,RAINBOW,201,11.26,07/18/2023,2023
STILLWATER FK,SUMMIT,RAINBOW,200,12.13,08/02/2023,2023
STILLWATER FK,SUMMIT,RAINBOW,201,11.65,08/08/2023,2023
WEBER R,SUMMIT,RAINBOW,105,11.26,07/05/2023,2023
WEBER R,SUMMIT,RAINBOW,105,11.26,07/05/2023,2023
WEBER R,SUMMIT,RAINBOW,105,11.26,07/05/2023,2023
WEBER R,SUMMIT,RAINBOW,151,11.26,07/17/2023,2023
WEBER R,SUMMIT,RAINBOW,75,11.26,07/17/2023,2023
WEBER R,SUMMIT,RAINBOW,80,11.99,07/25/2023,2023
WEBER R,SUMMIT,RAINBOW,76,12.13,08/07/2023,2023
WEBER R,SUMMIT,RAINBOW,76,12.13,08/07/2023,2023
WEBER R,SUMMIT,RAINBOW,76,12.13,08/07/2023,2023
WHITNEY RES,SUMMIT,RAINBOW,3135,10.96,06/20/2023,2023
WHITNEY RES,SUMMIT,RAINBOW,560,11.6,06/20/2023,2023
WHITNEY RES,SUMMIT,RAINBOW,2503,11.26,07/12/2023,2023
WHITNEY RES,SUMMIT,TIGER TROUT,10140,4.18,07/18/2023,2023
WHITNEY RES,SUMMIT,TIGER TROUT,10140,4.18,07/18/2023,2023
BEAR R,SUMMIT,RAINBOW,149,10.12,07/10/2019,2019
BEAR R,SUMMIT,RAINBOW,150,10,07/16/2019,2019
BEAR R,SUMMIT,RAINBOW,101,9.63,07/29/2019,2019
BEAR R,SUMMIT,RAINBOW,101,10.52,08/12/2019,2019
DEER VALLEY LAKES,SUMMIT,RAINBOW,499,9.33,05/13/2019,2019
DEER VALLEY LAKES,SUMMIT,RAINBOW,500,10.77,06/04/2019,2019
DEER VALLEY LAKES,SUMMIT,RAINBOW,500,9.75,06/25/2019,2019
DEER VALLEY LAKES,SUMMIT,RAINBOW,527,9.75,07/01/2019,2019
DEER VALLEY LAKES,SUMMIT,RAINBOW,506,10.12,07/15/2019,2019
DEER VALLEY LAKES,SUMMIT,RAINBOW,498,9.63,07/29/2019,2019
DEER VALLEY LAKES,SUMMIT,TIGER TROUT,2999,5.19,10/14/2019,2019
ECHO RES,SUMMIT,WALLEYE,113920,0.32,04/12/2019,2019
ECHO RES,SUMMIT,WALLEYE,89600,0.32,04/12/2019,2019
ECHO RES,SUMMIT,RAINBOW,2646,11.94,04/15/2019,2019
ECHO RES,SUMMIT,WALLEYE,38100,0.32,04/15/2019,2019
ECHO RES,SUMMIT,WALLEYE,107870,0.32,04/15/2019,2019
ECHO RES,SUMMIT,WALLEYE,63350,0.32,04/15/2019,2019
ECHO RES,SUMMIT,WALLEYE,15500,0.32,04/15/2019,2019
ECHO RES,SUMMIT,RAINBOW,2646,11.94,04/15/2019,2019
ECHO RES,SUMMIT,RAINBOW,2646,11.94,04/15/2019,2019
ECHO RES,SUMMIT,RAINBOW,6023,11.49,04/16/2019,2019
ECHO RES,SUMMIT,RAINBOW,1543,11.49,04/16/2019,2019
ECHO RES,SUMMIT,RAINBOW,1696,10.56,11/05/2019,2019
HAYDEN FK,SUMMIT,RAINBOW,301,10.12,07/10/2019,2019
HAYDEN FK,SUMMIT,RAINBOW,300,10,07/16/2019,2019
HAYDEN FK,SUMMIT,RAINBOW,151,9.63,07/29/2019,2019
HAYDEN FK,SUMMIT,RAINBOW,151,10.52,08/12/2019,2019
PRICE DAM,SUMMIT,RAINBOW,125,8.97,06/17/2019,2019
PRICE DAM,SUMMIT,RAINBOW,162,9.75,07/01/2019,2019
PRICE DAM,SUMMIT,RAINBOW,125,10,07/16/2019,2019
PRICE DAM,SUMMIT,RAINBOW,126,9.63,07/29/2019,2019
PROVO R,SUMMIT,RAINBOW,251,10.12,07/08/2019,2019
