dwr_name,water,area,unit,county,species,species_raw,quantity,length_in,stock_date,source_year,dup_index,dup_total,qa_flag
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Rainbows,RAINBOW,540,10.07,2020-06-24,2020,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Tigers,TIGER TROUT,501,9.69,2020-06-25,2020,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Rainbows,RAINBOW,315,10.5,2021-06-23,2021,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Tigers,TIGER TROUT,519,9.48,2021-07-06,2021,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Rainbows,RAINBOW,309,10.15,2022-06-21,2022,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Tigers,TIGER TROUT,317,9.11,2022-06-28,2022,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Rainbows,RAINBOW,300,9.9,2023-07-13,2023,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Tigers,TIGER TROUT,304,9.49,2023-07-13,2023,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Tigers,TIGER TROUT,311,9.55,2024-06-26,2024,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Rainbows,RAINBOW,302,9.83,2024-07-16,2024,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Tigers,TIGER TROUT,292,10.45,2025-06-19,2025,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Rainbows,RAINBOW,329,10.28,2025-06-24,2025,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Tigers,TIGER TROUT,302,9.67,2026-05-26,2026,1,1,
MILLER L BTN,Miller Lake,Boulder Mountain,Boulder Top (north),Wayne,Rainbows,RAINBOW,299,10.54,2026-06-24,2026,1,1,
MOOSMAN L EBS,Moosman Lake,Boulder Mountain,East Boulder Slope,Garfield,Cutthroats,CUTTHROAT,444,1.97,2002-10-09,2002,1,1,
MOOSMAN L EBS,Moosman Lake,Boulder Mountain,East Boulder Slope,Garfield,Cutthroats,CUTTHROAT,535,1.96,2002-10-11,2002,1,1,
MOOSMAN L EBS,Moosman Lake,Boulder Mountain,East Boulder Slope,Garfield,Cutthroats,CUTTHROAT,1283,1.49,2007-09-18,2007,1,1,
MOOSMAN L EBS,Moosman Lake,Boulder Mountain,East Boulder Slope,Garfield,Tiger muskie,MUSKIE TIGER,60,7.05,2019-06-26,2019,1,1,
MOOSMAN L EBS,Moosman Lake,Boulder Mountain,East Boulder Slope,Garfield,Tiger muskie,MUSKIE TIGER,50,3.51,2021-07-01,2021,1,1,
MOOSMAN L EBS,Moosman Lake,Boulder Mountain,East Boulder Slope,Garfield,Tiger muskie,MUSKIE TIGER,50,5.39,2024-06-12,2024,1,1,
MOSS L NBS,Moss Lake,Boulder Mountain,North Boulder Slope,Wayne,Tigers,TIGER TROUT,100,3.84,2005-07-11,2005,1,1,
MOSS L NBS,Moss Lake,Boulder Mountain,North Boulder Slope,Wayne,Tigers,TIGER TROUT,50,4.04,2006-07-25,2006,1,1,
MOSS L NBS,Moss Lake,Boulder Mountain,North Boulder Slope,Wayne,Tigers,TIGER TROUT,60,4.08,2008-07-22,2008,1,1,
MOSS L NBS,Moss Lake,Boulder Mountain,North Boulder Slope,Wayne,Tigers,TIGER TROUT,100,3.74,2010-06-29,2010,1,1,
MOSS L NBS,Moss Lake,Boulder Mountain,North Boulder Slope,Wayne,Tigers,TIGER TROUT,50,3.73,2014-06-25,2014,1,1,
MOSS L NBS,Moss Lake,Boulder Mountain,North Boulder Slope,Wayne,Tigers,TIGER TROUT,50,2.85,2018-07-10,2018,1,1,
MOSS L NBS,Moss Lake,Boulder Mountain,North Boulder Slope,Wayne,Tigers,TIGER TROUT,52,2.45,2020-05-21,2020,1,1,
MOSS L NBS,Moss Lake,Boulder Mountain,North Boulder Slope,Wayne,Tigers,TIGER TROUT,51,2.69,2022-06-15,2022,1,1,
MOSS L NBS,Moss Lake,Boulder Mountain,North Boulder Slope,Wayne,Tigers,TIGER TROUT,61,2.91,2024-07-15,2024,1,1,
MOSS L NBS,Moss Lake,Boulder Mountain,North Boulder Slope,Wayne,Tigers,TIGER TROUT,51,2.75,2026-07-07,2026,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,305,2.88,2002-07-09,2002,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,306,2.62,2003-07-06,2003,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,293,2.34,2004-07-12,2004,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,291,2.34,2005-07-10,2005,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,305,2.88,2006-07-10,2006,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,300,3.22,2007-07-12,2007,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,298,3.2,2008-07-07,2008,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,312,2.89,2009-07-15,2009,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,319,2.62,2010-07-12,2010,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,315,3.27,2011-08-08,2011,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,299,2.47,2012-07-06,2012,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,312,2.55,2013-07-01,2013,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,293,1.9,2014-06-11,2014,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Splake,SPLAKE,104,3.2,2018-06-25,2018,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Tigers,TIGER TROUT,101,2.71,2018-06-25,2018,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Lake trout,LAKE TROUT,59,3.5,2020-07-02,2020,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Splake,SPLAKE,203,3.25,2020-07-02,2020,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Splake,SPLAKE,293,2.44,2023-07-11,2023,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,200,3.75,2023-08-29,2023,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,195,2.62,2024-06-25,2024,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,201,2.97,2025-06-24,2025,1,1,
NEFFS RES TLM,Neffs Reservoir,Thousand Lake Mountain,Thousand Lake Mountain,Wayne,Brookies,BROOK TROUT,200,2.93,2026-07-14,2026,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,39,5.04,2022-10-06,2022,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,59,5.04,2023-07-07,2023,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,234,5.77,2023-09-20,2023,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,250,5.76,2023-10-10,2023,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,197,5.76,2024-07-17,2024,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,205,16.55,2024-07-19,2024,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,1980,2.65,2024-08-21,2024,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,1893,2.9,2024-08-21,2024,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,273,14.24,2025-05-28,2025,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,297,14.24,2025-05-28,2025,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,1586,2.33,2025-08-05,2025,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,3421,2.27,2025-08-05,2025,1,1,
NORTH CR,North Creek,Boulder Mountain,,Garfield,Dace,DACE,200,2.32,2026-04-08,2026,1,1,
NORTH CR RES,North Creek Reservoir,Boulder Mountain,,Garfield,Tigers,TIGER TROUT,2500,10.0,2023-09-13,2023,1,1,
NORTH CR RES,North Creek Reservoir,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,1000,2.18,2024-10-23,2024,1,1,
NORTH CR RES,North Creek Reservoir,Boulder Mountain,,Garfield,Cutthroats,CUTTHROAT,1204,3.85,2025-10-21,2025,1,1,
"HEART L, NORTH NB",North Heart Lake,Boulder Mountain,North Boulder,Wayne,Tigers,TIGER TROUT,100,3.84,2005-07-11,2005,1,1,
"HEART L, NORTH NB",North Heart Lake,Boulder Mountain,North Boulder,Wayne,Tigers,TIGER TROUT,100,4.04,2006-07-25,2006,1,1,
"HEART L, NORTH NB",North Heart Lake,Boulder Mountain,North Boulder,Wayne,Tigers,TIGER TROUT,100,4.08,2008-07-22,2008,1,1,
"HEART L, NORTH NB",North Heart Lake,Boulder Mountain,North Boulder,Wayne,Tigers,TIGER TROUT,100,3.74,2010-06-29,2010,1,1,
"HEART L, NORTH NB",North Heart Lake,Boulder Mountain,North Boulder,Wayne,Tigers,TIGER TROUT,50,3.73,2014-06-25,2014,1,1,
"HEART L, NORTH NB",North Heart Lake,Boulder Mountain,North Boulder,Wayne,Tigers,TIGER TROUT,51,3.58,2016-05-25,2016,1,1,
"HEART L, NORTH NB",North Heart Lake,Boulder Mountain,North Boulder,Wayne,Tigers,TIGER TROUT,50,2.85,2018-07-10,2018,1,1,
"HEART L, NORTH NB",North Heart Lake,Boulder Mountain,North Boulder,Wayne,Tigers,TIGER TROUT,52,2.45,2020-05-21,2020,1,1,
"HEART L, NORTH NB",North Heart Lake,Boulder Mountain,North Boulder,Wayne,Tigers,TIGER TROUT,51,2.69,2022-06-15,2022,1,1,
"HEART L, NORTH NB",North Heart Lake,Boulder Mountain,North Boulder,Wayne,Tigers,TIGER TROUT,61,2.91,2024-07-15,2024,1,1,
"HEART L, NORTH NB",North Heart Lake,Boulder Mountain,North Boulder,Wayne,Tigers,TIGER TROUT,51,2.75,2026-07-07,2026,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Cutthroats,CUTTHROAT,1032,1.96,2002-10-11,2002,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,500,2.62,2003-07-06,2003,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,493,2.33,2005-07-10,2005,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,503,3.22,2007-07-12,2007,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Cutthroats,CUTTHROAT,1540,1.49,2007-09-18,2007,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,519,2.89,2009-07-15,2009,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,501,3.27,2011-08-08,2011,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,502,2.55,2013-07-01,2013,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Grayling,GRAYLING ARCTIC,299,3.13,2013-09-24,2013,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Grayling,GRAYLING ARCTIC,748,2.27,2014-08-27,2014,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,505,2.97,2015-06-29,2015,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Grayling,GRAYLING ARCTIC,290,2.4,2015-08-24,2015,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,511,2.55,2017-06-26,2017,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Grayling,GRAYLING ARCTIC,300,2.79,2017-09-18,2017,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Grayling,GRAYLING ARCTIC,302,3.25,2018-10-09,2018,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,248,2.97,2019-07-10,2019,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Grayling,GRAYLING ARCTIC,300,2.29,2019-09-24,2019,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Grayling,GRAYLING ARCTIC,306,2.81,2020-09-28,2020,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,252,2.71,2021-07-06,2021,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Grayling,GRAYLING ARCTIC,301,2.65,2021-09-23,2021,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,154,2.97,2022-07-07,2022,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,152,2.63,2023-07-11,2023,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,150,2.92,2025-06-24,2025,1,1,
OTTER L EMW,Otter Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,153,2.77,2026-07-14,2026,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1502,2.88,2002-07-09,2002,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Cutthroats,CUTTHROAT,4013,1.96,2002-10-11,2002,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1501,2.62,2003-07-06,2003,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Cutthroats,CUTTHROAT,8041,1.72,2003-10-07,2003,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1502,2.34,2004-07-12,2004,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1497,2.33,2005-07-10,2005,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Cutthroats,CUTTHROAT,3998,1.77,2005-10-05,2005,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1502,2.88,2006-07-10,2006,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Grayling,GRAYLING ARCTIC,1505,1.66,2006-08-07,2006,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1500,3.22,2007-07-12,2007,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Grayling,GRAYLING ARCTIC,1504,1.5,2007-07-31,2007,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Cutthroats,CUTTHROAT,4021,1.49,2007-09-18,2007,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1530,3.2,2008-07-07,2008,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Cutthroats,CUTTHROAT,4051,2.21,2008-09-23,2008,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1506,2.89,2009-07-15,2009,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Cutthroats,CUTTHROAT,400,3.67,2009-09-16,2009,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1510,2.62,2010-07-12,2010,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1502,3.27,2011-08-08,2011,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1494,2.63,2012-07-13,2012,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1521,2.55,2013-07-01,2013,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1503,1.9,2014-06-11,2014,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1505,2.97,2015-06-29,2015,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1545,2.27,2016-06-27,2016,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Tigers,TIGER TROUT,98,3.55,2016-06-27,2016,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1502,2.55,2017-06-26,2017,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Tigers,TIGER TROUT,100,2.71,2017-06-26,2017,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1501,2.84,2018-06-25,2018,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Tigers,TIGER TROUT,11,2.83,2018-06-25,2018,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1503,2.97,2019-07-10,2019,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Tigers,TIGER TROUT,104,2.99,2019-07-10,2019,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1506,2.55,2020-07-01,2020,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Tigers,TIGER TROUT,110,2.84,2020-07-01,2020,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,996,2.71,2021-07-06,2021,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Tigers,TIGER TROUT,98,2.95,2021-07-06,2021,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1005,2.97,2022-07-07,2022,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Tigers,TIGER TROUT,101,2.82,2022-07-07,2022,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,995,2.63,2023-07-11,2023,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Tigers,TIGER TROUT,96,2.87,2023-07-11,2023,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,998,2.63,2024-06-25,2024,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Tigers,TIGER TROUT,105,2.68,2024-06-25,2024,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,1003,2.92,2025-06-24,2025,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Tigers,TIGER TROUT,102,2.81,2025-06-24,2025,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,998,2.77,2026-07-14,2026,1,1,
PACER L EMW,Pacer Lake,Escalante Mountains,Escalante Mountains west,Garfield,Tigers,TIGER TROUT,95,2.87,2026-07-14,2026,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,255,8.99,2002-05-22,2002,1,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,255,8.99,2002-05-22,2002,2,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,501,9.91,2003-06-09,2003,1,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,501,9.91,2003-06-09,2003,2,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,500,10.07,2004-06-15,2004,1,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,500,10.07,2004-06-15,2004,2,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,391,10.0,2005-07-08,2005,1,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,391,10.0,2005-07-08,2005,2,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,398,9.81,2006-06-19,2006,1,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,398,9.81,2006-06-19,2006,2,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Sucker,SUCKER,298,3.17,2006-06-23,2006,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,2005,9.47,2006-06-29,2006,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,3001,10.6,2006-06-30,2006,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,4416,5.83,2006-07-05,2006,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,4376,5.83,2006-07-05,2006,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,2012,3.72,2006-07-10,2006,1,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,1006,3.72,2006-07-10,2006,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,2012,3.72,2006-07-10,2006,2,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,1050,9.05,2007-05-22,2007,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,970,9.29,2007-06-05,2007,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,3996,4.3,2007-06-14,2007,1,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,3996,4.3,2007-06-14,2007,2,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,2016,4.3,2007-06-14,2007,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,998,9.47,2007-06-26,2007,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,1001,9.68,2007-07-17,2007,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,8072,1.54,2007-09-21,2007,1,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,8072,1.54,2007-09-21,2007,2,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,4075,1.54,2007-09-21,2007,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,1265,9.47,2008-05-23,2008,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,512,9.58,2008-06-11,2008,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,723,9.58,2008-06-11,2008,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,1205,10.05,2008-07-01,2008,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,1232,9.74,2008-07-23,2008,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,4060,2.01,2008-09-16,2008,1,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,4060,2.01,2008-09-16,2008,2,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,2030,2.01,2008-09-16,2008,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,1227,10.67,2009-05-22,2009,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,506,10.63,2009-06-09,2009,1,1,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,2509,4.21,2009-06-15,2009,1,2,
PANGUITCH CR,Panguitch Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,2509,4.21,2009-06-15,2009,2,2,
