dwr_name,water,area,unit,county,species,species_raw,quantity,length_in,stock_date,source_year,dup_index,dup_total,qa_flag
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Rainbows,RAINBOW,539,3.69,2003-06-12,2003,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Rainbows,RAINBOW,501,2.78,2005-06-29,2005,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Rainbows,RAINBOW,561,2.99,2007-05-31,2007,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Rainbows,RAINBOW,505,3.33,2009-07-02,2009,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Rainbows,RAINBOW,357,3.26,2010-07-12,2010,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Rainbows,RAINBOW,500,3.67,2014-05-28,2014,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,59,3.11,2014-08-15,2014,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Rainbows,RAINBOW,52,4.43,2018-06-01,2018,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,136,3.09,2018-07-18,2018,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Rainbows,RAINBOW,204,3.45,2018-07-18,2018,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,70,3.19,2020-08-11,2020,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Rainbows,RAINBOW,110,6.28,2020-10-22,2020,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,51,2.95,2022-06-29,2022,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Rainbows,RAINBOW,103,2.3,2022-06-29,2022,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,51,3.09,2024-07-23,2024,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Rainbows,RAINBOW,100,3.56,2024-07-23,2024,1,1,
ANTIMONY L EMW,Antimony Lake,Escalante Mountains,Escalante Mountains west,Garfield,Brookies,BROOK TROUT,54,2.85,2026-07-08,2026,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6000,3.3,2002-05-14,2002,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6007,3.14,2003-06-20,2003,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6047,3.56,2004-04-28,2004,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,3091,2.2,2004-10-18,2004,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,5993,5.51,2005-07-12,2005,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,3011,6.08,2005-08-17,2005,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,5244,1.87,2005-10-11,2005,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6003,5.03,2006-06-22,2006,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,5994,4.73,2007-06-12,2007,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,680,9.29,2007-06-22,2007,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,740,9.65,2007-07-03,2007,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,2498,6.96,2007-07-13,2007,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,2481,6.71,2007-07-13,2007,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,651,9.35,2007-07-20,2007,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,1482,9.19,2007-09-07,2007,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,5016,1.54,2007-09-21,2007,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,1173,9.89,2008-06-03,2008,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,5440,5.03,2008-06-23,2008,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,1192,9.91,2008-07-03,2008,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,1126,9.74,2008-07-23,2008,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,5040,2.01,2008-09-16,2008,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,675,10.63,2009-06-09,2009,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,8000,4.21,2009-06-15,2009,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,668,10.37,2009-06-22,2009,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,663,10.39,2009-07-07,2009,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,10287,1.96,2009-10-06,2009,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,604,10.08,2010-06-28,2010,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,224,9.0,2010-06-28,2010,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6149,4.4,2010-07-06,2010,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,686,9.35,2010-07-08,2010,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,483,9.27,2010-07-20,2010,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,3588,4.26,2010-08-18,2010,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,10034,2.02,2010-09-21,2010,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,549,10.96,2011-06-28,2011,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6899,4.85,2011-07-18,2011,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,557,10.79,2011-07-19,2011,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,592,10.98,2011-08-09,2011,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,5044,1.63,2011-09-14,2011,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,605,9.81,2012-06-11,2012,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6790,3.72,2012-06-12,2012,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,533,10.99,2012-06-26,2012,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,566,10.56,2012-07-16,2012,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,300,11.13,2012-08-08,2012,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,5425,2.36,2012-09-13,2012,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,3006,2.58,2012-09-20,2012,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,702,10.23,2013-04-30,2013,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,427,8.09,2013-05-14,2013,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6068,3.22,2013-05-20,2013,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,424,8.26,2013-06-04,2013,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,402,9.31,2013-07-08,2013,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,389,9.77,2013-08-06,2013,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,5119,2.31,2013-09-18,2013,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6003,3.93,2014-04-24,2014,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,424,8.34,2014-05-13,2014,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,424,8.21,2014-06-11,2014,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,425,8.73,2014-07-07,2014,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,473,9.38,2014-08-11,2014,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,5115,2.03,2014-09-15,2014,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6168,4.17,2015-04-29,2015,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,287,8.12,2015-05-11,2015,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,4123,3.7,2015-05-26,2015,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,261,9.64,2015-06-23,2015,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,250,9.25,2015-07-07,2015,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,240,9.54,2015-08-10,2015,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,5216,2.06,2015-09-14,2015,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6094,4.83,2016-06-09,2016,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,351,10.03,2016-06-16,2016,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,4200,3.9,2016-06-21,2016,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,266,9.96,2016-06-29,2016,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,119,10.35,2016-06-29,2016,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,263,10.1,2016-07-12,2016,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,5099,1.96,2016-09-20,2016,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,346,11.21,2017-06-06,2017,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,665,3.83,2017-06-06,2017,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,3213,4.12,2017-06-06,2017,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6127,3.62,2017-06-07,2017,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,356,10.35,2017-06-27,2017,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,293,10.39,2017-07-13,2017,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,5335,1.81,2017-09-10,2017,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,4460,4.01,2018-05-18,2018,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,483,10.88,2018-05-21,2018,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,515,10.67,2018-06-18,2018,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,5976,4.3,2018-06-19,2018,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,5022,3.0,2018-08-21,2018,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,5343,2.07,2018-09-11,2018,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,3318,4.7,2019-02-07,2019,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6585,3.91,2019-06-03,2019,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,5012,3.64,2019-07-10,2019,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,6696,1.51,2019-09-09,2019,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6149,3.25,2020-04-20,2020,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,4024,3.2,2020-06-01,2020,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Cutthroats,CUTTHROAT,7425,2.13,2020-09-16,2020,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,24196,2.74,2021-05-10,2021,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,7240,4.17,2021-05-11,2021,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,803,10.44,2021-05-28,2021,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6180,2.95,2022-04-19,2022,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,573,12.05,2022-06-09,2022,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,264,10.98,2022-06-09,2022,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6278,2.62,2023-04-19,2023,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,3947,3.16,2023-06-21,2023,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,823,10.72,2023-06-21,2023,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6370,3.46,2024-05-14,2024,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,802,10.65,2024-06-05,2024,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,4044,3.18,2024-07-22,2024,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,819,10.03,2025-05-27,2025,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,7560,4.11,2025-05-28,2025,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,4000,2.86,2025-06-23,2025,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Browns,BROWN TROUT,6018,3.28,2026-05-06,2026,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,4004,4.45,2026-05-07,2026,1,1,
ASAY CR,Asay Creek,Southwest Garfield,,Garfield,Rainbows,RAINBOW,809,9.66,2026-06-12,2026,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1002,9.94,2002-05-28,2002,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,504,2.88,2002-07-08,2002,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,500,10.43,2002-07-10,2002,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1500,10.0,2003-06-05,2003,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,500,2.62,2003-07-06,2003,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,743,9.75,2004-05-25,2004,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1000,10.0,2004-07-15,2004,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,1498,10.6,2005-06-14,2005,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1171,10.04,2005-06-15,2005,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,493,2.33,2005-07-10,2005,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1170,10.27,2006-05-25,2006,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,504,2.88,2006-07-10,2006,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Grayling,GRAYLING ARCTIC,502,1.66,2006-08-07,2006,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,2001,9.75,2007-05-15,2007,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,503,3.22,2007-07-12,2007,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Grayling,GRAYLING ARCTIC,499,1.5,2007-07-31,2007,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,2002,9.76,2008-05-21,2008,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,510,3.2,2008-07-07,2008,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,2001,9.89,2009-05-20,2009,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,504,3.33,2009-07-08,2009,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,2003,10.07,2010-05-25,2010,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,512,2.62,2010-07-12,2010,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1500,9.98,2011-06-03,2011,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,508,3.27,2011-07-28,2011,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,749,10.34,2012-06-06,2012,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,752,10.43,2012-06-20,2012,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,496,2.65,2012-07-13,2012,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1521,7.92,2013-05-22,2013,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,503,2.57,2013-07-01,2013,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1505,8.2,2014-05-15,2014,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,527,2.28,2014-06-13,2014,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1521,8.74,2015-05-04,2015,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,303,2.85,2015-06-29,2015,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1499,9.21,2016-05-17,2016,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,543,2.13,2016-06-27,2016,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1501,9.51,2017-05-23,2017,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,511,2.39,2017-06-26,2017,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Splake,SPLAKE,0,3.12,2017-06-26,2017,1,1,zero-quantity
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1498,10.02,2018-05-30,2018,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,500,2.95,2018-06-25,2018,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1500,9.99,2019-06-17,2019,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,299,2.83,2019-07-10,2019,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1586,9.81,2020-06-02,2020,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,511,2.69,2020-07-01,2020,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1000,9.91,2021-06-02,2021,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,501,2.76,2021-07-06,2021,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1005,10.15,2022-06-22,2022,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,501,2.96,2022-07-07,2022,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1001,10.19,2023-06-12,2023,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,503,2.57,2023-07-11,2023,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,499,2.62,2024-06-25,2024,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1002,9.7,2024-07-08,2024,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,497,2.97,2025-06-23,2025,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1001,10.51,2025-07-07,2025,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Rainbows,RAINBOW,1012,10.54,2026-06-16,2026,1,1,
BARKER RES NCL,Barker Reservoir,Boulder Mountain,North Creek Lakes,Garfield,Brookies,BROOK TROUT,498,2.93,2026-07-13,2026,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1524,3.32,2002-06-25,2002,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1500,3.36,2003-07-10,2003,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1500,3.08,2004-07-13,2004,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1500,3.84,2005-07-12,2005,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1500,3.62,2006-10-11,2006,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1500,3.84,2007-07-10,2007,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1476,2.75,2008-07-15,2008,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1500,6.3,2009-07-16,2009,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1501,2.36,2010-07-19,2010,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1499,3.81,2011-08-08,2011,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1503,3.08,2013-07-10,2013,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1510,2.75,2014-06-12,2014,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1533,3.5,2015-06-30,2015,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1498,3.55,2016-06-29,2016,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1500,2.71,2017-06-28,2017,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1503,2.71,2018-06-25,2018,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1499,2.99,2019-07-10,2019,1,1,
BASTIAN RES,Bastian Reservoir,Henry Mountains,,Garfield,Tigers,TIGER TROUT,1502,2.84,2020-07-02,2020,1,1,
